1, 41
1, 42
2, 42
2, 41
3, 43
3, 44
4, 44
4, 43
5, 45
5, 46
6, 46
6, 45
7, 47
7, 48
8, 48
8, 47
9, 49
9, 50
10, 50
10, 49
11, 51
11, 52
12, 52
12, 51
13, 53
13, 54
14, 54
14, 53
15, 55
15, 56
16, 56
16, 55
17, 57
17, 58
18, 58
18, 57
19, 59
19, 60
20, 60
20, 59
21, 61
21, 62
22, 62
22, 61
23, 63
23, 64
24, 64
24, 63
25, 65
25, 66
26, 66
26, 65
27, 67
27, 68
28, 68
28, 67
29, 69
29, 70
30, 70
30, 69
31, 71
31, 72
32, 72
32, 71
33, 73
33, 74
34, 74
34, 73
35, 75
35, 76
36, 76
36, 75
37, 77
37, 78
38, 78
38, 77
39, 79
39, 80
40, 80
40, 79
41, 81
41, 82
41, 83
41, 84
41, 85
41, 86
41, 87
41, 88
41, 89
41, 90
42, 91
42, 92
42, 93
42, 94
42, 95
42, 96
42, 97
42, 98
42, 99
42, 100
43, 81
43, 82
43, 83
43, 84
43, 85
43, 86
43, 87
43, 88
43, 89
43, 90
44, 91
44, 92
44, 93
44, 94
44, 95
44, 96
44, 97
44, 98
44, 99
44, 100
45, 81
45, 82
45, 83
45, 84
45, 85
45, 86
45, 87
45, 88
45, 89
45, 90
46, 91
46, 92
46, 93
46, 94
46, 95
46, 96
46, 97
46, 98
46, 99
46, 100
47, 81
47, 82
47, 83
47, 84
47, 85
47, 86
47, 87
47, 88
47, 89
47, 90
48, 91
48, 92
48, 93
48, 94
48, 95
48, 96
48, 97
48, 98
48, 99
48, 100
49, 81
49, 82
49, 83
49, 84
49, 85
49, 86
49, 87
49, 88
49, 89
49, 90
50, 91
50, 92
50, 93
50, 94
50, 95
50, 96
50, 97
50, 98
50, 99
50, 100
51, 81
51, 82
51, 83
51, 84
51, 85
51, 86
51, 87
51, 88
51, 89
51, 90
52, 91
52, 92
52, 93
52, 94
52, 95
52, 96
52, 97
52, 98
52, 99
52, 100
53, 81
53, 82
53, 83
53, 84
53, 85
53, 86
53, 87
53, 88
53, 89
53, 90
54, 91
54, 92
54, 93
54, 94
54, 95
54, 96
54, 97
54, 98
54, 99
54, 100
55, 81
55, 82
55, 83
55, 84
55, 85
55, 86
55, 87
55, 88
55, 89
55, 90
56, 91
56, 92
56, 93
56, 94
56, 95
56, 96
56, 97
56, 98
56, 99
56, 100
57, 81
57, 82
57, 83
57, 84
57, 85
57, 86
57, 87
57, 88
57, 89
57, 90
58, 91
58, 92
58, 93
58, 94
58, 95
58, 96
58, 97
58, 98
58, 99
58, 100
59, 81
59, 82
59, 83
59, 84
59, 85
59, 86
59, 87
59, 88
59, 89
59, 90
60, 91
60, 92
60, 93
60, 94
60, 95
60, 96
60, 97
60, 98
60, 99
60, 100
61, 81
61, 82
61, 83
61, 84
61, 85
61, 86
61, 87
61, 88
61, 89
61, 90
62, 91
62, 92
62, 93
62, 94
62, 95
62, 96
62, 97
62, 98
62, 99
62, 100
63, 81
63, 82
63, 83
63, 84
63, 85
63, 86
63, 87
63, 88
63, 89
63, 90
64, 91
64, 92
64, 93
64, 94
64, 95
64, 96
64, 97
64, 98
64, 99
64, 100
65, 81
65, 82
65, 83
65, 84
65, 85
65, 86
65, 87
65, 88
65, 89
65, 90
66, 91
66, 92
66, 93
66, 94
66, 95
66, 96
66, 97
66, 98
66, 99
66, 100
67, 81
67, 82
67, 83
67, 84
67, 85
67, 86
67, 87
67, 88
67, 89
67, 90
68, 91
68, 92
68, 93
68, 94
68, 95
68, 96
68, 97
68, 98
68, 99
68, 100
69, 81
69, 82
69, 83
69, 84
69, 85
69, 86
69, 87
69, 88
69, 89
69, 90
70, 91
70, 92
70, 93
70, 94
70, 95
70, 96
70, 97
70, 98
70, 99
70, 100
71, 81
71, 82
71, 83
71, 84
71, 85
71, 86
71, 87
71, 88
71, 89
71, 90
72, 91
72, 92
72, 93
72, 94
72, 95
72, 96
72, 97
72, 98
72, 99
72, 100
73, 81
73, 82
73, 83
73, 84
73, 85
73, 86
73, 87
73, 88
73, 89
73, 90
74, 91
74, 92
74, 93
74, 94
74, 95
74, 96
74, 97
74, 98
74, 99
74, 100
75, 81
75, 82
75, 83
75, 84
75, 85
75, 86
75, 87
75, 88
75, 89
75, 90
76, 91
76, 92
76, 93
76, 94
76, 95
76, 96
76, 97
76, 98
76, 99
76, 100
77, 81
77, 82
77, 83
77, 84
77, 85
77, 86
77, 87
77, 88
77, 89
77, 90
78, 91
78, 92
78, 93
78, 94
78, 95
78, 96
78, 97
78, 98
78, 99
78, 100
79, 81
79, 82
79, 83
79, 84
79, 85
79, 86
79, 87
79, 88
79, 89
79, 90
80, 91
80, 92
80, 93
80, 94
80, 95
80, 96
80, 97
80, 98
80, 99
80, 100
